priority,word,zh,category,filename,prompt
1,vacation,假期,Holidays & festivals,data/images/vocab/word_vacation.webp,"a suitcase packed with clothes and souvenirs, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,valley,谷,Geographical terms,data/images/vocab/word_valley.webp,"a green valley surrounded by mountains, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,video,影片,Houses & apartments,data/images/vocab/word_video.webp,"a TV screen playing a favorite video, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,waiter,服務生,Occupations,data/images/vocab/word_waiter.webp,"a waiter carrying a tray of food, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,waitress,女服務生,Occupations,data/images/vocab/word_waitress.webp,"a friendly waitress taking an order, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wall,牆,Houses & apartments,data/images/vocab/word_wall.webp,"a white wall with a window, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wallet,錢包,Clothing & accessories,data/images/vocab/word_wallet.webp,"a brown leather wallet on a table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,warm,溫暖的,Weather & nature,data/images/vocab/word_warm.webp,"a sunny day with warm light, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wear,穿,Clothing & accessories,data/images/vocab/word_wear.webp,"a cartoon child wearing a new dress, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,weather,天氣,Weather & nature,data/images/vocab/word_weather.webp,"a cloudy sky with rain falling, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wet,濕的,Weather & nature,data/images/vocab/word_wet.webp,"a wet leaf on a stone, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,win,贏,"Sports, interests & hobbies",data/images/vocab/word_win.webp,"a trophy on a wooden table, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wing,翼,Animals & insects,data/images/vocab/word_wing.webp,"a bird spreading its wing in flight, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,winner,優勝者,"Sports, interests & hobbies",data/images/vocab/word_winner.webp,"a cartoon child holding a trophy and smiling, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wok,炒鍋,Houses & apartments,data/images/vocab/word_wok.webp,"a wok on a stove with a chef's hat nearby, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,wolf,狼,Animals & insects,data/images/vocab/word_wolf.webp,"a gray wolf running in a forest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,woods,樹林,Geographical terms,data/images/vocab/word_woods.webp,"a dense forest with tall trees and a winding path, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,work,工作,Occupations,data/images/vocab/word_work.webp,"a person working on a computer, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,worker,勞工,Occupations,data/images/vocab/word_worker.webp,"a worker in a hard hat and vest, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
1,writer,作家,Occupations,data/images/vocab/word_writer.webp,"a writer sitting at a desk with a pen, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,able,有能力的,,data/images/vocab/word_able.webp,"a confident cartoon child standing with arms crossed, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,absent,缺席的,,data/images/vocab/word_absent.webp,"an empty chair with a name tag, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,accept,接受,,data/images/vocab/word_accept.webp,"a cartoon child giving a thumbs up, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,act,做/扮演,,data/images/vocab/word_act.webp,"a cartoon child performing on a stage, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,active,積極的,,data/images/vocab/word_active.webp,"a cartoon child running with a big smile, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,address,地址,,data/images/vocab/word_address.webp,"a mailbox with a house number, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,adult,成人,People,data/images/vocab/word_adult.webp,"a smiling adult with a briefcase, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,affect,影響,,data/images/vocab/word_affect.webp,"a cartoon child hugging a sad friend, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,afraid,害怕的,,data/images/vocab/word_afraid.webp,"a cartoon child with a scared face hiding behind a curtain, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,air conditioner,空調,,data/images/vocab/word_air_conditioner.webp,"a wall-mounted air conditioner in a room, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,airlines,航空,,data/images/vocab/word_airlines.webp,"an airplane taking off from a runway, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,alike,一樣,,data/images/vocab/word_alike.webp,"two identical cartoon children standing together, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,alive,活,,data/images/vocab/word_alive.webp,"a cartoon child jumping with a big smile, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,all,全部,,data/images/vocab/word_all.webp,"a box filled with various toys and objects, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,alone,獨自的,,data/images/vocab/word_alone.webp,"a cartoon child sitting on a bench by themselves, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,aloud,大聲地,,data/images/vocab/word_aloud.webp,"a cartoon child reading a book with their mouth open, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,alphabet,字母,,data/images/vocab/word_alphabet.webp,"a wooden alphabet board with letters, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
2,America,美國,,data/images/vocab/word_america.webp,"an American flag waving in front of a white house, flat clean illustration, soft pastel colors, plain white background, centered composition, no text, no letters"
